Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,,,2019-03-06 17:14:48,2019-03-06 17:14:52,4.250s,FAILED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,,,2019-03-06 17:14:49,2019-03-06 17:14:52,3.241s,FAILED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),,,2019-03-06 17:14:50,2019-03-06 17:14:52,1.908s,FAILED
