Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.121,,2019-03-08 13:20:20,2019-03-08 13:22:49,2m - 29.697s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Project_Registration,Chrome 72.0.3626.121,,2019-03-08 13:20:20,2019-03-08 13:22:48,2m - 27.757s,PASSED
runWithCucumberRunner(testRunner.ProjectRegistrationRunner),Chrome 72.0.3626.121,,2019-03-08 13:20:20,2019-03-08 13:22:48,2m - 27.398s,PASSED
