Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,,,2019-03-06 17:17:10,2019-03-06 17:17:13,3.411s,FAILED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,,,2019-03-06 17:17:11,2019-03-06 17:17:13,2.403s,FAILED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),,,2019-03-06 17:17:12,2019-03-06 17:17:13,1.456s,FAILED
