Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.121,,2019-03-12 11:10:08,2019-03-12 11:11:11,1m - 3.716s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,Chrome 72.0.3626.121,,2019-03-12 11:10:08,2019-03-12 11:11:10,1m - 1.996s,PASSED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),Chrome 72.0.3626.121,,2019-03-12 11:10:08,2019-03-12 11:11:10,1m - 1.756s,PASSED
