Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.121,,2019-03-11 19:05:08,2019-03-11 19:06:15,1m - 7.653s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,Chrome 72.0.3626.121,,2019-03-11 19:05:08,2019-03-11 19:06:14,1m - 6.155s,PASSED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),Chrome 72.0.3626.121,,2019-03-11 19:05:08,2019-03-11 19:06:14,1m - 5.862s,PASSED
